Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute Magnitude (Mv),Color,Spectral Class,Galaxy,Constellation,Age (in million years),Metallicity ([Fe/H]),Rotational Velocity (km/s),Distance (light years),Star Type ID,Star Type
3042,0.0011573500848694365,0.12273517028626116,12.171338130430641,Red,M,Milky Way,Orion,10929.401393703705,-0.20530983311247675,4.465360907471275,34.99390104976081,1,Red Dwarf
4352,0.28287742805482546,0.9375111660017146,6.201004263226825,Orange,K,Andromeda,Orion,10264.018129944108,0.2613098121197023,14.235255218102944,192.37741030373815,3,Main Sequence
2591,0.004279565625828305,0.3253269894764081,10.751500773658242,Red,M,Sombrero,Perseus,8509.091722791469,0.04580083893963236,3.799077308696632,90.95947104824045,3,Main Sequence
3351,0.0035558314157924293,0.17728696308931388,10.95264709347183,Red,M,Triangulum,Orion,7835.22174228177,0.04695349065114848,3.321528971816203,37.443882455507065,1,Red Dwarf
27611,16667.750416191488,5.653654924416381,-5.72469247171137,Blue-White,B,Sombrero,Cassiopeia,77.62559877930124,-0.20019876275830573,276.1928978764828,115.23959287923586,3,Main Sequence
6278,0.00016268846427971306,0.01080415564658941,14.301608101021086,Yellow-White,F,Triangulum,Cassiopeia,4743.117758157272,-0.38874222223826393,21.495843617685956,12363.547566609015,2,White Dwarf
9192,0.0009445588380789868,0.012143658668307376,12.39192746000613,White,A,Whirlpool,Cassiopeia,10126.533671952468,0.35804130073217105,202.52413334064642,16.468299588493824,2,White Dwarf
3663,0.04396275198342615,0.5217034070980977,8.222287823503091,Red,M,Andromeda,Pegasus,8222.272217818303,-0.22883584601237003,7.150351752546237,21.57931154462896,1,Red Dwarf
8328,0.0016902057446440595,0.019789892210066946,11.760151066387461,White,A,Sombrero,Ursa Major,9943.754973064712,0.5,248.6594066268493,54408.18614483941,2,White Dwarf
7110,4111984.7147651226,1339.18821665134,-11.705128729033282,Yellow-White,F,Sombrero,Perseus,153.89313080398188,0.1555555938319344,72.02523634820578,27.904136974635055,5,Hypergiant
6048,1.851832511808981,1.242030790425346,4.160995738636395,Yellow-White,F,Milky Way,Perseus,11523.140705318141,-0.15259990971306528,63.08162342155968,2194.5048515418,3,Main Sequence
5448,0.9557205708072566,1.099629403456903,4.8791726654794845,Yellow,G,Whirlpool,Aquila,1709.1790740808276,-0.6322272661581878,14.19568970024228,369.7813897551628,3,Main Sequence
4731,0.05339773405942666,0.3446756418145107,8.011192929824064,Orange,K,Sombrero,Lyra,2877.637407434047,-0.5391349046179096,5.276839070838767,11466.07727248229,1,Red Dwarf
7981,0.0004772997250897667,0.011450805699823631,13.133022039435488,White,A,Triangulum,Ursa Major,5892.209388239225,0.2294766209365109,222.52582482670655,32541.07312225167,2,White Dwarf
3234,0.014548946054776645,0.3850266677289359,9.422921166037685,Red,M,Triangulum,Orion,11682.161767893149,0.34622981049403867,,58.654680101030905,1,Red Dwarf
4382,0.014044961353924924,0.206049043503536,9.461198628660501,Orange,K,Milky Way,Lyra,7169.330773427887,-0.6322456052838263,11.747480403277233,8839.947595570175,1,Red Dwarf
4881,0.022443010288732728,0.20993169581115181,8.95229722859942,Orange,K,Andromeda,Orion,7996.201031926009,0.01096508228320705,6.6411827402045125,74132.54216551602,1,Red Dwarf
4919,0.006147830442032474,0.10818383445098131,10.358195297264304,Orange,K,Whirlpool,Cygnus,8656.554637694144,0.45440448967910196,9.943568891831061,40.943428272935414,1,Red Dwarf
3594,0.014763685303719036,0.31404820768138597,9.407013051524007,Red,M,Sombrero,Scorpius,12508.446247587086,-0.030681860553248615,5.616906516030583,444.23828913503655,1,Red Dwarf
6922,4.722620576597873,1.5142005953706021,3.1445423624551827,Yellow-White,F,Triangulum,Aquila,2288.7692379455784,-0.3277921201539361,102.44842680389247,3164.733690660174,3,Main Sequence
7082,2.714436250477846,1.0966879040825321,3.745800883630812,Yellow-White,F,Sombrero,Ursa Major,9533.00422088988,-0.14923237692284427,76.03696471710694,41209.76985384479,3,Main Sequence
5618,0.9164251057007036,1.0126050627946646,4.9247575542775035,Yellow,G,Whirlpool,Cassiopeia,,-0.4772617607091923,24.48512844654723,56192.88075442364,3,Main Sequence
2862,0.008558310296913734,0.37705945064522606,9.999029928600077,Red,M,Triangulum,Perseus,3248.284565807864,0.33624598991793975,7.049352816115225,137.09664931202167,1,Red Dwarf
3393,0.025734877376868755,0.46520932058827014,8.80369474190505,Red,M,Triangulum,Orion,11235.993285904031,-0.15100264461580043,8.61126684366636,8816.475488552243,1,Red Dwarf
1909,0.00016062243108825927,0.11610376832412414,14.31548451287368,Red,M,Triangulum,Orion,7006.569745283419,0.2708016001434211,3.04946897251132,47389.31577534115,0,Brown Dwarf
2554,0.00408300131694674,0.32704163789361906,10.802551199994976,Red,M,Andromeda,Scorpius,766.6153029298785,-0.25145077655069875,1.9992004697934962,83760.1809032652,1,Red Dwarf
3111,0.003385251629470253,0.2007014595074024,11.006022610483418,Red,M,Andromeda,Orion,4507.320888476364,0.5,9.851464763506202,38775.76084634496,1,Red Dwarf
9170,2707779.5006513344,653.3156349439641,-11.251533240182967,White,A,Triangulum,Ursa Major,75.59393624104305,-0.631933763466,227.82665783813377,18.382561676648077,4,Supergiant
19142,33696519.70848954,528.8992791579005,-13.98896261942978,Blue-White,B,Milky Way,Ursa Major,60.99470698479927,-0.8594584846480011,294.54425204377014,198.0774647059798,4,Supergiant
2816,0.01030015306472977,0.427279063764455,9.797890803607558,Red,M,Andromeda,Orion,2786.297888159799,-0.35134923925326866,8.893088215963758,1073.1441026163454,1,Red Dwarf
2699,0.0019774075668966373,0.2037968193794696,11.58975952068186,Red,M,Milky Way,Perseus,5564.455787955996,0.031593510290286377,4.2076998942741035,132.91992188070324,1,Red Dwarf
9738,159002.74321052086,140.384074481904,-8.173511542733753,White,A,Sombrero,Perseus,48.665125166114535,-0.02232075805190408,220.740513765047,7176.8816562911,4,Supergiant
5278,1.0358603297077893,1.2197389822238567,4.791746996917177,Yellow,G,Milky Way,Cygnus,1451.1888360821326,-0.38391285625557414,28.89682360960976,13.849094252476316,3,Main Sequence
3128,0.005038589020449199,0.24220106820319706,10.57422766008901,Red,M,Whirlpool,Ursa Major,12656.06575355134,-0.13968598155382148,2.897380734478932,5277.481172397754,1,Red Dwarf
8017,0.001055450079634763,0.016875247702507916,12.271405757505827,White,A,Sombrero,Aquila,4655.088864180271,0.29478161240935064,53.178527947776956,255.10091148797196,2,White Dwarf
3336,0.00481792524435643,0.2082250713893342,10.622849857157682,Red,M,Sombrero,Perseus,1811.1431444380257,-0.5137223167688691,6.511873803612207,221.41514052687936,1,Red Dwarf
5768,0.7444146573822802,0.8657889316760652,5.150462710704419,Yellow,G,Sombrero,Perseus,8999.242426505763,-0.22402022643131778,9.162646479315292,43844.156411301425,3,Main Sequence
3729,0.11629623189887013,0.8187534255075961,7.166085891425636,Orange,K,Triangulum,Scorpius,4047.030735657889,0.2973440147927387,9.333599333133394,2453.729431837401,3,Main Sequence
8606,0.0008794611476582326,0.013367824049123168,12.469458354502496,White,A,Whirlpool,Scorpius,1676.787534833549,-0.5840491043766519,168.75571277610834,8027.406722132564,2,White Dwarf
5727,1.559610090088404,1.271184904474083,4.347459909384115,Yellow,G,Sombrero,Perseus,11517.649300540712,0.14980008982055273,9.543227790793521,444.8575447945942,3,Main Sequence
2523,0.0051396988201173905,0.3760013543892645,10.552655823422988,Red,M,Whirlpool,Cygnus,5599.905130298708,0.016569432150645356,9.00986295102988,1992.9975865850436,1,Red Dwarf
5190,0.6165187702487887,0.9731807528438006,5.355134241339,Orange,K,Andromeda,Perseus,3461.395722838443,0.3659007290384795,8.663265284996344,102.07339132033304,3,Main Sequence
5816,551143.1632423509,732.720751714194,-9.523161061241401,Yellow,G,Andromeda,Lyra,13.351806509598726,0.4016594846733885,5.206147501954576,97429.59250146072,5,Hypergiant
2561,0.00444484948073072,0.33936296643436303,10.710357353210734,Red,M,Sombrero,Lyra,12300.20688579008,-0.5165415654803927,3.6398850479260796,25614.03066932954,1,Red Dwarf
7979,0.000476209517127051,0.011443455369631605,13.13550482349091,White,A,Andromeda,Pegasus,7091.6074292228805,-0.2955777227346946,221.823450056513,2278.4039499120354,2,White Dwarf
4815,0.4176782483214367,0.9306436566803273,5.777895352895055,Orange,,Whirlpool,Ursa Major,1305.3563088566386,0.21441199806613,12.443056899533357,27407.237452526253,3,Main Sequence
3010,0.007852668623094625,0.3265357374937574,10.092456822680777,Red,M,Andromeda,Pegasus,6947.5314071786215,0.021426160418777047,9.207073557203971,8101.450732463859,1,Red Dwarf
23633,81023617.7198784,538.0506747731948,-14.941529076528438,Blue-White,B,Milky Way,Lyra,82.11079979830795,-0.20230547932876128,328.56790371747786,30.96733266376243,4,Supergiant
8007,0.0013033971119839362,0.018799824505474048,12.042308114079969,White,A,Milky Way,Scorpius,9860.695123648242,-0.20650531591070365,205.80547395634414,47766.6496268332,2,White Dwarf
9158,0.0012430885379775467,0.014034754739457086,12.093744844957204,White,A,Sombrero,Pegasus,4936.431418819336,0.13529309643995482,96.94009887214641,698.4015210812985,2,White Dwarf
5954,547540.0245115564,696.8597004990623,-9.516039677680743,Yellow,G,Whirlpool,Orion,132.6926438585176,0.12904149448464836,3.2678788115588864,10660.993734182213,4,Supergiant
1307,2.3580014306028585e-05,0.09490212389463559,16.39863983938441,Red,M,Milky Way,Cassiopeia,4645.0219036545495,-0.2575961909971349,8.309193359291989,139.82738049449003,0,Brown Dwarf
5961,0.9454805557372626,0.9135727400592079,4.890868495505429,Yellow,G,Andromeda,Ursa Major,4559.924936305524,-0.4703589692628213,21.33970064314446,64132.78685716181,3,Main Sequence
2775,0.014615310232467907,0.5241228806292179,9.417979904098733,Red,M,Andromeda,Ursa Major,3154.0647804929145,0.011368109610980299,6.953746258292385,665.0982843886743,1,Red Dwarf
4022,0.03889389867104633,0.40701618725957533,8.355296303968665,Orange,K,Triangulum,Cygnus,6437.070463209484,-0.24185390855328326,2.4206171677227575,54.454259318484134,1,Red Dwarf
8910,0.0017709594636164195,0.01769717629315451,11.709478448703505,White,A,Sombrero,Lyra,4010.420458510405,-0.2459249162314693,156.7794058912827,26.46129544205893,2,White Dwarf
9360,0.0010155993440643053,0.012144078990186354,12.313193970729898,White,A,Milky Way,Perseus,8117.304299910049,-0.1642293744794351,221.2057506364572,76561.83950036536,2,White Dwarf
2489,0.0003229524324079624,0.09684441090996501,13.55715360024071,Red,M,Milky Way,Cassiopeia,7926.558059002162,0.5,2.50932492462331,11766.63867931802,0,Brown Dwarf
2489,0.004888639441398981,0.376789928297394,10.607029981694794,Red,M,Whirlpool,Lyra,4759.263509922953,-0.03395057984370726,6.72067214373104,1215.2368757782513,1,Red Dwarf
4321,0.03988932609899512,0.35712059132770957,8.327858251789953,Orange,K,Whirlpool,Orion,2041.585568048995,0.2983541522011434,4.822622930001328,3900.8933127523123,1,Red Dwarf
11548,2813217.987154758,419.89743081404583,-11.293008463856372,Blue-White,B,Triangulum,Perseus,54.05910827306765,-0.5957688030031515,273.57013595759815,530.6013845565732,4,Supergiant
5908,51874.70642802517,217.84717261627918,-6.957389129864254,Yellow,G,Triangulum,Aquila,119.94747551542076,0.17443082848586045,19.546550245726763,3237.5362612486197,4,Supergiant
3195,0.02322394935603672,0.49840384939236326,8.915159810579798,Red,M,Sombrero,Cassiopeia,3037.8100602166824,0.09268094414081328,6.069304994227237,19.04932690527107,3,Main Sequence
8333,1238794.5082340217,535.1209415159165,-10.402498178487487,White,A,Andromeda,Perseus,101.94606867268119,-0.33458554905363125,141.12434238722622,41944.47579353499,4,Supergiant
3957,0.13932349709794803,0.7958572152753938,6.969939082604552,Orange,K,Sombrero,Scorpius,11705.126231358849,,12.372724572745787,39.42628984471064,3,Main Sequence
3407,0.018746274316576782,0.3937932719036241,9.147712580444455,Red,M,Triangulum,Pegasus,2361.225419892121,-0.10531197400194454,3.7072690932151917,175.88005693276173,1,Red Dwarf
3446,0.023307771890830914,0.4292150170527259,8.91124810231689,Red,M,Milky Way,Scorpius,10391.916431452239,0.1442366770723393,2.2683084296185467,182.87970312877403,1,Red Dwarf
5841,0.634086364788302,0.7792106320587677,5.324628964142156,Yellow,G,Sombrero,Perseus,9270.685159109691,-0.22728214381368278,13.119431882356842,962.379218838819,3,Main Sequence
4483,0.02160983488845057,0.2441986853632855,8.993371378408366,Orange,K,Milky Way,Ursa Major,6325.12033806263,-0.1755665712308738,4.506270535320461,190.04323161564054,1,Red Dwarf
2242,0.00023387723971873928,0.1015728967560115,13.90753010115814,Red,M,Andromeda,Scorpius,12538.843745901579,0.5,2.940156456426202,126.77543714834658,0,Brown Dwarf
8226,2943871.5096414415,846.5197401244524,-11.34229712636518,White,A,Milky Way,Perseus,171.54787615518734,-0.22571425388159436,191.15120294006752,1269.0474381032984,5,Hypergiant
4982,339181.28632069693,783.3639290543039,-8.996079707193884,Orange,K,Milky Way,Pegasus,154.51902481632914,-0.024223049389727608,1.0087283010510613,15.432138786459006,4,Supergiant
5759,1.0448733915432111,1.0289464018319125,4.7823408257610955,Yellow,,Milky Way,Scorpius,9305.694180786872,0.2531713108232064,27.059933514834075,305.0569456221723,3,Main Sequence
5477,0.4936737764966425,0.7819691547918362,5.596399853742129,Yellow,G,Sombrero,Orion,10461.390174421967,0.5,6.630962949759902,1251.750179082599,3,Main Sequence
3304,0.018188053222077366,0.4124469590354518,9.18053445906969,Red,M,Whirlpool,Aquila,938.9208679752974,0.11400761376605882,1.4095719422969446,2172.0233104572353,3,Main Sequence
7050,35593.38102255323,126.7247557621001,-6.548423109212758,Yellow-White,F,Milky Way,Orion,186.6417422921842,0.09810498008192074,105.25712249427816,513.3624954928986,4,Supergiant
9029,0.0018789317224400621,0.017751345151344636,11.645222503056665,White,A,Andromeda,Cygnus,331.6662766184649,-0.08441497880610493,235.131228003448,99633.39253174273,2,White Dwarf
30824,44357.43741185853,7.40048712200832,-6.787416121080318,Blue,O,Milky Way,Pegasus,72.28396056236946,0.1750025187171077,240.4399195982383,37.4167714255511,3,Main Sequence
3032,0.01745130531070699,0.479745201329152,9.225430208576359,Red,M,Sombrero,Ursa Major,12498.943855887872,,4.11478106989959,104.72995530421667,1,Red Dwarf
3168,0.022051968740246876,0.4939789165676838,8.971381579565442,Red,M,Sombrero,Pegasus,2317.348829510422,-0.44740308164126436,8.324769841354215,7527.24887002875,1,Red Dwarf
7103,0.00019262120275142188,0.009183822701097601,14.118239774192686,Yellow-White,F,Milky Way,Perseus,3594.2878634522867,0.5,36.010573396098664,275.7011208999284,2,White Dwarf
4744,0.14420447166511627,0.5633198800824976,6.932553180709741,Orange,K,Whirlpool,Scorpius,7265.008052164865,0.31219520343658325,3.1604800780756825,18631.81583684932,1,Red Dwarf
1310,2.7739361842385763e-05,0.1024615016628701,16.222258835763036,Red,M,Triangulum,Scorpius,10508.137547775974,0.256306410706269,8.125893569727008,123.06632811003038,0,Brown Dwarf
3343,0.0018681732682553573,0.12911922140187934,11.651457116360255,Red,M,Whirlpool,Ursa Major,12086.984244736333,-0.03574131991122808,1.0361131353343649,477.50729740186523,1,Red Dwarf
7378,9.70442371201649,1.9105686550536127,2.3625756241878504,Yellow-White,F,Sombrero,Ursa Major,10230.692127022221,-0.7349444160336994,24.167975278710262,1306.760170742642,3,Main Sequence
3812,0.016706654941953288,0.29695732504920325,9.272776242962168,Orange,K,Sombrero,Cygnus,2635.5012256147725,0.5,6.594630700859043,52938.88891186124,1,Red Dwarf
5953,1.4320499222347551,1.1273593962855006,4.440104604907755,Yellow,G,Milky Way,Scorpius,11406.02936995987,-0.25031383311455285,13.844338189663603,691.225097107708,3,Main Sequence
7834,9.057800566129165,1.6371908835981912,2.437443114515498,White,A,Andromeda,Pegasus,5266.439935769284,-0.27243413044597914,185.7420089112543,19.536340655039815,3,Main Sequence
4727,0.31820601611994354,0.8428262698549704,6.073229034201635,,K,Andromeda,Cassiopeia,2432.1531248273345,-0.2852890157955822,9.595972944804187,25.858560536636418,3,Main Sequence
7218,956996.9911332271,626.8687288459968,-10.122276430815436,Yellow-White,F,Triangulum,Perseus,36.36723597594632,-0.055634504876995394,88.20671507116093,958.1032749664919,4,Supergiant
3903,0.030975269140061323,0.3857141015188482,8.602462278518917,Orange,K,Whirlpool,Scorpius,4779.682497022511,-0.20082429076144243,14.759774370498263,2147.2880469074457,1,Red Dwarf
3143,0.003391501056050372,0.19681685658733114,11.004020108419276,Red,M,Sombrero,Pegasus,2439.757525322696,-0.38787223678839955,3.5027479944259463,1028.8987902553029,1,Red Dwarf
7377,796582.5276972437,547.5337525207583,-9.923076940822577,Yellow-White,F,Andromeda,Orion,131.86429944282642,-0.5431713110804884,78.03535083176475,8432.563283963302,4,Supergiant
7239,270124.6587639817,331.11590119143796,-8.748910578168656,Yellow-White,F,Sombrero,Cygnus,165.6796087280121,0.03421226933557907,109.88845145130345,1373.519091883796,4,Supergiant
3216,0.013465037474213373,0.37456464152926705,9.506981083941344,Red,M,Triangulum,Cassiopeia,5251.93761156757,0.5,5.328889616922528,831.9558630505092,1,Red Dwarf
10181,290.099884773742,5.485901155726381,-1.3263688907576263,Blue-White,B,Sombrero,Aquila,83.27393652893734,0.05235516568531811,243.58486703576276,18.868131879036802,3,Main Sequence
1047,7.5383225414532454e-06,0.08361786401400781,17.636813210935678,Red,M,Andromeda,Lyra,9503.908922851519,0.5,9.420171416852137,123.3775628243231,0,Brown Dwarf
4216,0.0711525843853176,0.5010132483593697,7.699523302410281,Orange,K,Triangulum,Orion,2749.267534083537,0.5,8.702464297399759,79742.47236788587,1,Red Dwarf
3146,0.002589924144865903,0.17166476394179195,11.296782388975046,Red,M,Milky Way,Orion,1831.3578787965305,-0.6033999732166514,6.5333605663654435,10463.405736651746,1,Red Dwarf
2971,0.0010813161874844977,0.12437300389228248,12.24511823874954,Red,M,Triangulum,Ursa Major,6777.201343162345,0.027633977452306054,2.220045967853242,16.22422039391554,1,Red Dwarf
4528,0.13519553486695765,0.5987195133350923,7.002594129245273,Orange,K,Triangulum,Orion,4636.432411226855,-0.3456254244028815,14.193751063438969,824.925436760427,1,Red Dwarf
6818,287703.5077878265,385.2242867492899,-8.817362892504836,Yellow-White,F,Andromeda,Aquila,141.4935026092673,-0.1540474722309129,41.50669458144115,43466.66165492663,4,Supergiant
9676,0.0029967485289542762,0.01952039071058776,11.138374247965928,White,A,Whirlpool,Perseus,10486.553079481027,0.33123288280598984,58.51739843753549,22797.918643733643,2,White Dwarf
3334,0.003748700819373497,0.18389260906146895,10.89529804717228,Red,M,Triangulum,Cassiopeia,11173.34963641339,-0.4023282299763447,4.154134388051085,6531.045892917553,1,Red Dwarf
2693,0.004535733517326825,0.31003172286855984,10.68838117240987,Red,M,Whirlpool,Perseus,10240.199123832215,0.4872043647586594,8.005467785388682,19784.172830853455,1,Red Dwarf
1421,3.306632051027712e-05,0.09507358154940565,16.031535322436646,Red,M,Triangulum,Aquila,9857.274993701003,-0.17346296511897255,4.714358294930324,4214.306306815609,0,Brown Dwarf
1038,5.915009696710516e-06,0.0753595156416082,17.90011134769815,Red,M,Andromeda,Lyra,7763.196508152752,-0.3554434262135164,3.08247849700685,146.5328916160794,0,Brown Dwarf
6535,0.0005136459484883843,0.017717230061847264,13.053340332858232,Yellow-White,F,Milky Way,Pegasus,4345.841686808166,-0.6501017354261196,53.265202377334234,11.78646701025635,2,White Dwarf
7890,0.0011412282959264513,0.01811704379497893,12.186568672163299,White,A,Triangulum,Aquila,11682.207226053986,-0.222948582314051,81.14333572242569,5119.491954660844,2,White Dwarf
5109,0.022315981554487226,0.19106945574589054,8.95846001558065,Orange,K,Milky Way,Orion,9542.35557076393,0.19628836218402324,14.934313074106731,834.6316273127347,1,Red Dwarf
2725,0.010264937209467837,0.455512406803686,9.801609257152137,Red,M,Andromeda,Ursa Major,10229.034922595149,0.08786921432532985,6.182930666205372,1917.675216951319,1,Red Dwarf
2857,0.010275802758321156,0.4146125789105044,9.80046060127183,Red,M,Sombrero,Ursa Major,7284.309626467783,-0.374736754623107,8.968056511389113,96925.77049197699,1,Red Dwarf
3541,0.015680001787291377,0.3334081988924967,9.341634730370862,Red,M,Whirlpool,Cassiopeia,7780.939686515188,0.13387420524227595,1.334582621284577,37078.61146207046,3,Main Sequence
3796,0.05492745682941168,0.5429969788085256,7.98052627144905,Orange,K,Whirlpool,Cygnus,11737.272336940941,-0.11029731579918155,7.004072608951496,51.674399060711,1,Red Dwarf
3695,0.05930899631788039,0.5955064597298116,7.897198563601304,Red,M,Sombrero,Pegasus,6346.509170757916,-0.06797750417451894,3.2951602411885603,50.70191309488086,1,Red Dwarf
8943,0.0011365457850070406,0.014072850736531426,12.191032660790341,White,A,Whirlpool,Orion,2004.0853719905604,-0.19910103370523136,175.26503589041567,17.842500874931815,2,White Dwarf
3724,0.005892510280814547,0.18479316544985755,10.404249127695508,Orange,K,Sombrero,Cassiopeia,9886.937209375896,-0.3703911026582816,14.459486740281072,27138.674380616896,1,Red Dwarf
3178,0.022457157693373562,0.49536427605602695,8.951613028489685,Red,M,Milky Way,Pegasus,11060.633868192634,0.0944729476570097,3.6926291226577463,2105.4854445591436,1,Red Dwarf
3129,0.030402182615915048,0.5945608794891335,8.622738091634224,Red,M,Sombrero,Cassiopeia,2952.545744100979,-0.2901946183664217,8.080687706859038,14.622655815033367,1,Red Dwarf
6763,2.1590499334359743,1.072525541606888,3.994343283505629,Yellow-White,F,Triangulum,Aquila,10742.91800629143,0.4025383601904684,64.91842504439954,10204.291074422956,3,Main Sequence
3097,0.025583340790612197,0.5567385478281808,8.810106859945192,Red,M,Triangulum,Perseus,364.6119695413908,0.2375734841911979,8.039925054651292,117.24676101079291,1,Red Dwarf
23196,75686565.82782137,539.8067053464097,-14.867547000447347,Blue-White,B,Milky Way,Scorpius,88.56753174909149,0.10835219187957433,196.62751304395448,5822.331479662587,4,Supergiant
3436,0.039455230822695676,0.5616956479166194,8.339738528865293,Red,M,Andromeda,Ursa Major,4448.266647079522,0.5,6.838739397105398,1693.6529422680055,1,Red Dwarf
3696,0.046119781484506565,0.5248494789527198,8.170281897648563,Red,M,Whirlpool,Pegasus,11294.619939792557,-0.19009761664718142,7.453551468835203,,1,Red Dwarf
3210,0.01597710204960613,0.409537820568437,9.321254977135492,Red,M,Triangulum,Lyra,10983.240785220816,0.11673814403233129,7.337576177463146,321.3080447295467,3,Main Sequence
2795,0.007451879347150509,0.36891333845997787,10.149335463374992,Red,M,Sombrero,Cygnus,1750.8132217619534,0.5,5.340748589114704,11.686756194622943,3,Main Sequence
6406,127923.78588316441,290.97579153333623,-7.937378259503308,Yellow-White,F,Whirlpool,Lyra,40.820167500402555,0.11960908212462379,86.96753572883313,6629.586078725889,4,Supergiant
3216,0.004993904458046662,0.22810936183091593,10.583899426757853,Red,M,Triangulum,Ursa Major,4887.910253064081,-0.047208110069648895,7.704049429648522,2804.559290335733,1,Red Dwarf
5496,1.369518599960518,1.293437935741844,4.4885801626226,Yellow,G,Milky Way,Perseus,6348.4123081479565,0.5,27.59979581103501,46425.49894839715,3,Main Sequence
16176,1407.3818390570611,4.786507787183694,-3.0410298564112024,Blue-White,B,Whirlpool,Pegasus,58.572080322366965,0.11458468555779318,198.8758946805694,109.6774634702471,3,Main Sequence
3169,0.0016124787563345205,0.13349272470706205,11.811264995712305,Red,M,Whirlpool,Aquila,3670.3107034420696,0.00022378861748552391,6.294310981930182,383.96705383117626,1,Red Dwarf
6837,0.00019499539518370604,0.009973235931321428,14.10493911095165,Yellow-White,F,Milky Way,Pegasus,8556.45098659443,-0.009336850149090697,67.22897300230407,20.568524326717128,2,White Dwarf
6527,4.325364468857349,1.6298183523401026,3.239943229084905,Yellow-White,F,Milky Way,Ursa Major,4664.2973814965835,-0.8794587625133437,86.13371360820801,12452.238750942173,3,Main Sequence
3680,0.010593457237138101,0.2537337841790016,9.767405705496145,Red,M,Triangulum,Scorpius,11480.98538761634,,2.88566889531329,2394.8757965650757,1,Red Dwarf
6529,4.273510697625873,1.6190271644857819,3.253038011399655,Yellow-White,F,Milky Way,Cygnus,9499.013916033633,-0.17486490432629845,36.12641780587455,1178.2862101719531,3,Main Sequence
7258,2.925527400111667,1.0839848995182833,3.6644895749705144,Yellow-White,F,Triangulum,Scorpius,4282.873297111047,-0.7017793765608769,52.734870640458375,40.200035015417384,3,Main Sequence
29225,10523.575301900762,4.009845983379115,-5.225408282551003,Blue-White,B,Andromeda,Perseus,39.904802073170124,0.30191402352280783,321.90264429261117,1552.5740465310196,3,Main Sequence
9883,0.0009277790234014521,0.01041117529518348,12.41138862719346,White,A,Milky Way,Perseus,,0.5,203.9042739976398,288.1768678839617,2,White Dwarf
8075,0.000607019608773509,0.01261453869363733,12.871993198816869,White,A,Andromeda,Orion,,0.20410265496918523,167.81470262804723,11621.11690422513,2,White Dwarf
3510,0.006242723157569584,0.2141055277798418,10.34156481011922,Red,M,Andromeda,Scorpius,12485.663040939577,0.0980398915703764,3.511422252492002,28.664721173038988,1,Red Dwarf
3341,0.002896673270225564,0.16097257067438572,11.17525122051703,Red,M,Milky Way,Orion,4330.179417589887,0.11089671455542027,,26232.35440345369,1,Red Dwarf
6163,2.835167009703775,1.4799943686822834,3.6985533831477504,Yellow-White,F,Sombrero,Lyra,11040.075753545381,-0.11767484266755,27.862417802776047,4949.296037266438,3,Main Sequence
5359,4355.67697937794,76.72120109733311,-4.267639161596259,Yellow,G,Sombrero,Cassiopeia,159.474727104679,-0.37667079103645457,10.64560179474157,115.27371154170892,4,Supergiant
4268,0.05464843978812678,0.4284450574764229,7.986055581590346,Orange,K,Sombrero,Perseus,3866.4506063850404,0.35858636238488506,10.032814729424,854.4019135683197,1,Red Dwarf
3086,0.02248367326049068,0.5256502366201107,8.950331836578531,Red,M,Triangulum,Lyra,1238.6070895089838,0.3636485159526124,8.569595039004337,17741.22199775633,1,Red Dwarf
5082,0.14540368229300185,0.49291661351979044,6.923561487487471,Orange,K,Sombrero,Cassiopeia,5800.575119543033,0.06777678196691744,8.39176515366248,306.5882435650371,1,Red Dwarf
9223,0.0008387941664744973,0.011366803660345325,12.52086149641309,White,A,Sombrero,Ursa Major,6128.479743145716,0.5,83.15831315401874,1889.4901724256267,2,White Dwarf
3730,0.13434769727458426,0.8795337819556388,7.009424432483654,Orange,K,Whirlpool,Cassiopeia,9864.971991731787,0.009428132403061604,5.8993233159272,1869.8787606611022,3,Main Sequence
2681,0.005586267135748186,0.347154098562508,10.462195750352583,Red,M,Andromeda,Lyra,3943.8969713040583,-0.5056947199573911,1.473108207460744,1868.9498910542693,1,Red Dwarf
9436,0.0009045317198544608,0.011276935882840249,12.438940497062342,White,A,Andromeda,Orion,5190.993208601843,0.2381425400240405,148.5300750421816,48.60195045359948,2,White Dwarf
9532,0.0026990381671856993,0.01908936669884908,11.251977435069492,White,A,Andromeda,Scorpius,3306.10763656832,-0.8184789936512576,203.17057779435407,89861.4259710217,2,White Dwarf
2776,0.005473395824529317,0.32051221072850794,10.48435785863476,Red,M,Sombrero,Pegasus,4503.155911787823,-0.012539771031486784,7.27289317338061,1084.7472913488339,3,Main Sequence
3333,0.02326749981586207,0.4584155144022406,8.913125702130227,Red,M,Whirlpool,Ursa Major,4752.499378861696,-0.2398026127470908,5.639743027807542,599.145658393456,1,Red Dwarf
1451,5.5080466818865554e-05,0.11768444303897417,15.477505969149702,Red,M,Sombrero,Ursa Major,2238.178594937469,0.0595571627150313,8.981433171485492,1828.0474812402015,0,Brown Dwarf
9775,0.0009458022655994924,0.010745378500045156,12.390499124997454,White,A,Andromeda,Cassiopeia,1868.7350793094602,-0.7136967499193679,70.89794769553475,430.5113135644035,2,White Dwarf
